cycle,moisture,leaf_temp,humidity,air_temp,light,battery
94,109,194,73,194,130,200
95,109,195,73,195,130,200
96,108,196,72,196,130,200
97,108,197,72,197,130,200
98,108,198,71,198,130,200
99,107,199,71,199,130,200
100,107,200,70,200,130,200
101,107,200,70,200,130,200
102,106,200,70,200,130,200
103,106,200,70,200,130,200
104,106,200,70,200,130,200
105,105,200,70,200,130,200
106,105,200,70,200,130,200
107,105,200,70,200,130,200
108,104,200,70,200,130,200
109,104,200,70,200,130,200
110,104,200,70,200,130,200
111,103,200,70,200,130,200
112,103,200,70,200,130,200
113,103,200,70,200,130,200
114,102,200,70,200,130,200
115,102,200,70,200,130,200
116,102,200,70,200,130,200
117,101,200,70,200,130,200
118,101,200,70,200,130,200
119,101,200,70,200,130,200
120,100,200,70,200,130,200
121,100,200,70,200,130,200
122,100,200,70,200,130,200
123,100,200,70,200,130,200
124,100,200,70,200,130,200
125,100,200,70,200,130,200
126,100,200,70,200,130,200
127,100,200,70,200,130,200
128,100,200,70,200,130,200
129,100,200,70,200,130,200
130,100,200,70,200,130,200
131,100,200,70,200,130,200
132,100,200,70,200,130,200
133,100,200,70,200,130,200
134,100,200,70,200,130,200
135,100,200,70,200,130,200
136,100,200,70,200,130,200
137,100,200,70,200,130,200
138,100,200,70,200,130,200
139,100,200,70,200,130,200
140,100,200,70,200,130,200
141,100,200,70,200,130,200
142,100,200,70,200,130,200
143,100,200,70,200,130,200
144,100,200,70,200,130,200
145,100,200,70,200,130,200
146,100,200,70,200,130,200
147,100,200,70,200,130,200
148,100,200,70,200,130,200
149,100,200,70,200,130,200
150,100,200,70,200,130,200
151,100,200,70,200,130,200
152,100,200,70,200,130,200
153,100,200,70,200,130,200
154,100,200,70,200,130,200
155,100,200,70,200,130,200
156,100,200,70,200,130,200
157,100,200,70,200,130,200
158,100,200,70,200,130,200
159,100,200,70,200,130,200
160,100,200,70,200,130,200
161,100,200,70,200,130,200
162,100,200,70,200,130,200
163,100,200,70,200,130,200
164,100,200,70,200,130,200
165,100,200,70,200,130,200
166,100,200,70,200,130,200
167,100,200,70,200,130,200
168,100,200,70,200,130,200
169,100,200,70,200,130,200
170,100,200,70,200,130,200
171,100,200,70,200,130,200
172,100,200,70,200,130,200
173,100,200,70,200,130,200
174,100,200,70,200,130,200
175,100,200,70,200,130,200
176,100,200,70,200,130,200
177,100,200,70,200,130,200
178,100,200,70,200,130,200
179,100,200,70,200,130,200
180,100,200,70,200,130,200
181,100,200,70,200,130,200
182,100,200,70,200,130,200
183,100,200,70,200,130,200
184,100,200,70,200,130,200
185,100,200,70,200,130,200
186,100,200,70,200,130,200
187,100,200,70,200,130,200
188,100,200,70,200,130,200
189,100,200,70,200,130,200
190,100,200,70,200,130,200
191,100,200,70,200,130,200
192,100,200,70,200,130,200
193,100,200,70,200,130,200
194,100,200,70,200,130,200
195,100,200,70,200,130,200
196,100,200,70,200,130,200
197,100,200,70,200,130,200
198,100,200,70,200,130,200
199,100,200,70,200,130,200
