cycle,moisture,leaf_temp,humidity,air_temp,light,battery
137,50,127,60,105,220,200
138,50,127,60,105,220,200
139,50,127,60,105,220,200
140,50,128,60,105,220,200
141,50,128,60,105,220,200
142,50,128,60,105,220,200
143,50,128,60,105,220,200
144,50,128,60,105,220,200
145,50,129,60,105,220,200
146,50,129,60,105,220,200
147,50,129,60,105,220,200
148,50,129,60,105,220,200
149,50,129,60,105,220,200
150,50,130,60,105,220,200
151,50,130,60,105,220,200
152,50,130,60,105,220,200
153,50,130,60,105,220,200
154,50,130,60,105,220,200
155,50,131,60,105,220,200
156,50,131,60,105,220,200
157,50,131,60,105,220,200
158,50,131,60,105,220,200
159,50,131,60,105,220,200
160,50,132,60,105,220,200
161,50,132,60,105,220,200
162,50,132,60,105,220,200
163,50,132,60,105,220,200
164,50,132,60,105,220,200
165,50,133,60,105,220,200
166,50,133,60,105,220,200
167,50,133,60,105,220,200
168,50,133,60,105,220,200
169,50,133,60,105,220,200
170,50,134,60,105,220,200
171,50,134,60,105,220,200
172,50,134,60,105,220,200
173,50,134,60,105,220,200
174,50,134,60,105,220,200
175,50,135,60,105,220,200
176,50,135,60,105,220,200
177,50,135,60,105,220,200
178,50,135,60,105,220,200
179,50,135,60,105,220,200
180,50,136,60,105,220,200
181,50,136,60,105,220,200
182,50,136,60,105,220,200
183,50,136,60,105,220,200
184,50,136,60,105,220,200
185,50,137,60,105,220,200
186,50,137,60,105,220,200
187,50,137,60,105,220,200
188,50,137,60,105,220,200
189,50,137,60,105,220,200
190,50,138,60,105,220,200
191,50,138,60,105,220,200
192,50,138,60,105,220,200
193,50,138,60,105,220,200
194,50,138,60,105,220,200
195,50,139,60,105,220,200
196,50,139,60,105,220,200
197,50,139,60,105,220,200
198,50,139,60,105,220,200
199,50,139,60,105,220,200
